entity_id,review_id,clause,sentence_original,term,opinion,category,top3_sim,score_table,polarity,polarity_scores
3000584,9672019_R13,next to minor 2 is located very cheap seafood restaurant,"next to minor 2 is located very cheap seafood restaurant, i've been there at least 3 times.",seafood restaurant,cheap,Service,"[('Facility', 0.23144885897636414), ('Amenity', 0.1968737244606018), ('Service', 0.1645931452512741)]","   category     score
0   Service  0.862554
1   Amenity  0.077590
2  Facility  0.059855",Positive,"{'Positive': 0.7882068157196045, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R13,i've been there at least 3 times,"next to minor 2 is located very cheap seafood restaurant, i've been there at least 3 times.",,,Service,"[('Facility', 0.1638236790895462), ('Experience', 0.15169216692447662), ('Service', 0.12483786791563034)]","     category     score
0     Service  0.844130
1  Experience  0.103305
2    Facility  0.052565",Neutral,"{'Neutral': 0.9806360602378845, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R13,diny,"diny, thank you and see you again!.",,,Service,"[('Service', 0.07099995017051697), ('Loyalty', 0.02937397174537182), ('Facility', -0.001284826546907425)]","   category     score
0   Service  0.811970
1  Facility  0.099896
2   Loyalty  0.088134",Neutral,"{'Neutral': 0.8167374134063721, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R13,thank you,"diny, thank you and see you again!.",,thank,Service,"[('Service', 0.028531773015856743), ('Loyalty', 0.014313798397779465), ('Amenity', 0.006682580336928368)]","  category     score
0  Service  0.839935
1  Loyalty  0.083605
2  Amenity  0.076460",Positive,"{'Positive': 0.9730709195137024, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R13,see you again!,"diny, thank you and see you again!.",,,Service,"[('Loyalty', 0.08960658311843872), ('Service', 0.048267364501953125), ('Amenity', 0.03608095645904541)]","  category     score
0  Service  0.852851
1  Loyalty  0.079315
2  Amenity  0.067834",Positive,"{'Positive': 0.76035076379776, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,excellent stay!,excellent stay!,,excellent,Service,"[('Loyalty', 0.16357572376728058), ('Facility', 0.12624403834342957), ('Service', 0.12375437468290329)]","   category     score
0   Service  0.801611
1  Facility  0.109144
2   Loyalty  0.089245",Positive,"{'Positive': 0.9798492789268494, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,perfect location,"perfect location, great facilities, everything was cleaned and well prepared.",,perfect,Service,"[('Facility', 0.18902142345905304), ('Service', 0.05332006514072418), ('Amenity', 0.045573923736810684)]","   category     score
0   Service  0.862549
1  Facility  0.073945
2   Amenity  0.063506",Positive,"{'Positive': 0.9917237162590027, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,great facilities,"perfect location, great facilities, everything was cleaned and well prepared.",facilities,great,Service,"[('Facility', 0.6138303279876709), ('Service', 0.3003518879413605), ('Amenity', 0.2628134489059448)]","   category     score
0   Service  0.897890
1   Amenity  0.065893
2  Facility  0.036216",Positive,"{'Positive': 0.9977585077285767, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,everything was cleaned and well prepared,"perfect location, great facilities, everything was cleaned and well prepared.",,"cleaned, well prepared",Service,"[('Service', 0.12213140726089478), ('Facility', 0.11384215205907822), ('Branding', 0.01373051106929779)]","   category     score
0   Service  0.695769
1  Branding  0.254732
2  Facility  0.049499",Positive,"{'Positive': 0.9970025420188904, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,diny was really helpful,"diny was really helpful, he gave us many tips and helped us with departure.",diny,really helpful,Service,"[('Service', 0.1394696831703186), ('Facility', 0.05492279306054115), ('Loyalty', 0.03951676934957504)]","   category     score
0   Service  0.882045
1  Facility  0.060679
2   Loyalty  0.057276",Positive,"{'Positive': 0.9781395792961121, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,he gave us many tips,"diny was really helpful, he gave us many tips and helped us with departure.",,,Service,"[('Service', 0.04256819188594818), ('Loyalty', 0.02580610103905201), ('Facility', -0.006499350070953369)]","   category     score
0   Service  0.909751
1   Loyalty  0.047894
2  Facility  0.042355",Positive,"{'Positive': 0.9926647543907166, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R14,and helped us with departure,"diny was really helpful, he gave us many tips and helped us with departure.",,,Service,"[('Loyalty', 0.1308833211660385), ('Service', 0.07964245975017548), ('Facility', 0.04611986130475998)]","   category     score
0   Service  0.903600
1   Loyalty  0.049402
2  Facility  0.046998",Positive,"{'Positive': 0.9314767122268677, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R15,everything was as we wished for a host who looked after us,"everything was as we wished for a host who looked after us, the place and its location, and its facilities.",host,looked after,Service,"[('Facility', 0.20652106404304504), ('Service', 0.19637399911880493), ('Loyalty', 0.16328313946723938)]","   category     score
0   Service  0.906247
1  Facility  0.046985
2   Loyalty  0.046768",Positive,"{'Positive': 0.992127537727356, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R15,the place and its location,"everything was as we wished for a host who looked after us, the place and its location, and its facilities.",,,Service,"[('Facility', 0.23624195158481598), ('Amenity', 0.10922003537416458), ('Service', 0.08205714076757431)]","   category     score
0   Service  0.890463
1   Amenity  0.082665
2  Facility  0.026873",Neutral,"{'Neutral': 0.872101366519928, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R15,its facilities,"everything was as we wished for a host who looked after us, the place and its location, and its facilities.",facilities,,Service,"[('Facility', 0.6556036472320557), ('Amenity', 0.2955595850944519), ('Service', 0.2942538857460022)]","   category     score
0   Service  0.855647
1   Amenity  0.097018
2  Facility  0.047335",Neutral,"{'Neutral': 0.5300582051277161, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R15,during your visit to hcmc,really good place to stay during your visit to hcmc.,,,Service,"[('Facility', 0.2059352993965149), ('Service', 0.1319485753774643), ('Experience', 0.11333394795656204)]","     category     score
0     Service  0.880551
1  Experience  0.068486
2    Facility  0.050964",Neutral,"{'Neutral': 0.8317315578460693, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R15,"the sofa, which was our second bed, needs to be replaced","the sofa, which was our second bed, needs to be replaced it is quite dated and extremely uncomfortable to sleep on.",sofa,needs to be replaced,Service,"[('Facility', 0.3154817819595337), ('Amenity', 0.1637204885482788), ('Service', 0.11421924829483032)]","   category     score
0   Service  0.716070
1   Amenity  0.171975
2  Facility  0.111954",Negative,"{'Negative': 0.7917782068252563, 'Positive': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,lovely stay,lovely stay,,lovely,Service,"[('Loyalty', 0.1803932636976242), ('Facility', 0.14228835701942444), ('Service', 0.13994303345680237)]","   category     score
0   Service  0.798031
1  Facility  0.104719
2   Loyalty  0.097251",Positive,"{'Positive': 0.9941877126693726, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,nice place,nice place with a beautiful view and equipped with all what you need.,,nice,Service,"[('Facility', 0.15012267231941223), ('Service', 0.08955375105142593), ('Amenity', 0.05935543030500412)]","   category     score
0   Service  0.847990
1  Facility  0.089208
2   Amenity  0.062802",Positive,"{'Positive': 0.9929025769233704, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,and equipped with all what you need,nice place with a beautiful view and equipped with all what you need.,,,Service,"[('Facility', 0.14756205677986145), ('Amenity', 0.13640102744102478), ('Service', 0.06323491781949997)]","   category     score
0   Service  0.895126
1   Amenity  0.063665
2  Facility  0.041209",Positive,"{'Positive': 0.9906632900238037, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,diny is a really nice guy,diny is a really nice guy and very helpful.,diny,nice,Service,"[('Service', 0.13226547837257385), ('Branding', 0.049900345504283905), ('Facility', 0.048342686146497726)]","   category     score
0   Service  0.738801
1  Branding  0.202214
2  Facility  0.058985",Positive,"{'Positive': 0.9637096524238586, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,very helpful,diny is a really nice guy and very helpful.,,very helpful,Service,"[('Loyalty', 0.055904321372509), ('Service', 0.051702238619327545), ('Facility', 0.02720305696129799)]","   category     score
0   Service  0.885058
1  Facility  0.067294
2   Loyalty  0.047648",Positive,"{'Positive': 0.9961739182472229, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,would definitely come back again.,would definitely come back again.,,definitely,Service,"[('Loyalty', 0.08051730692386627), ('Service', -0.02776150032877922), ('Amenity', -0.043571677058935165)]","  category     score
0  Service  0.849503
1  Loyalty  0.085362
2  Amenity  0.065135",Positive,"{'Positive': 0.9532292485237122, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R16,the place is a bit more outside the center,the place is a bit more outside the center and the metro stations are quite difficult to reach or to leave if you don't want to use vehicles.,,,Service,"[('Facility', 0.26683440804481506), ('Amenity', 0.1210506409406662), ('Service', 0.09398303925991058)]","   category     score
0   Service  0.855953
1   Amenity  0.098434
2  Facility  0.045614",Neutral,"{'Neutral': 0.40814557671546936, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R16,the metro stations are quite difficult to reach or to leave if you don't want to use vehicles,the place is a bit more outside the center and the metro stations are quite difficult to reach or to leave if you don't want to use vehicles.,metro stations,difficult,Service,"[('Facility', 0.3249627351760864), ('Amenity', 0.2858467102050781), ('Service', 0.1394670158624649)]","   category     score
0   Service  0.800347
1   Amenity  0.115810
2  Facility  0.083843",Negative,"{'Negative': 0.9515336155891418, 'Positive': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,that's great.,that's great.,,great,Service,"[('Service', -0.018681131303310394), ('Facility', -0.03457829728722572), ('Loyalty', -0.03502579778432846)]","   category     score
0   Service  0.849680
1  Facility  0.082891
2   Loyalty  0.067429",Positive,"{'Positive': 0.8875041007995605, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,"diny, is a very kind person","diny, is a very kind person, always helpful in every matter.",diny,very kind,Service,"[('Service', 0.1672983318567276), ('Loyalty', 0.0757862776517868), ('Experience', 0.05068273842334747)]","     category     score
0     Service  0.846552
1  Experience  0.096511
2     Loyalty  0.056937",Positive,"{'Positive': 0.994282603263855, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,always helpful in every matter,"diny, is a very kind person, always helpful in every matter.",,helpful,Service,"[('Loyalty', 0.10698340088129044), ('Service', 0.10039600729942322), ('Facility', 0.06653017550706863)]","   category     score
0   Service  0.905403
1   Loyalty  0.048291
2  Facility  0.046306",Positive,"{'Positive': 0.9965299963951111, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,"in our case, he was willing to arrange an earlier check in","in our case, he was willing to arrange an earlier check in and even offered to change the apartment due to our longer stay.",,,Service,"[('Loyalty', 0.078330397605896), ('Facility', 0.06388376653194427), ('Service', 0.017600927501916885)]","   category     score
0   Service  0.903790
1  Facility  0.053642
2   Loyalty  0.042568",Positive,"{'Positive': 0.9913293123245239, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,and comfortable,"the apartment is well equipped and comfortable, with a beautiful city view we stayed on the 21st floor and access to a swimming pool on the 25th floor.",,comfortable,Service,"[('Facility', 0.1545361578464508), ('Experience', 0.135385662317276), ('Service', 0.09908461570739746)]","     category     score
0     Service  0.840219
1    Facility  0.098579
2  Experience  0.061202",Positive,"{'Positive': 0.9964775443077087, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,we could contact diny at any time,"we could contact diny at any time, and he was always ready to help and share his knowledge whether it was about local attractions, good restaurants and street food spots, or transportation options.",,,Service,"[('Facility', 0.07070853561162949), ('Service', 0.06567379832267761), ('Amenity', -0.021428566426038742)]","   category     score
0   Service  0.860303
1   Amenity  0.075428
2  Facility  0.064269",Neutral,"{'Neutral': 0.5088868737220764, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R17,and he was always ready to help,"we could contact diny at any time, and he was always ready to help and share his knowledge whether it was about local attractions, good restaurants and street food spots, or transportation options.",,ready to help,Service,"[('Loyalty', -0.005869307555258274), ('Facility', -0.006000976078212261), ('Service', -0.012585079297423363)]","   category     score
0   Service  0.907623
1  Facility  0.052366
2   Loyalty  0.040011",Positive,"{'Positive': 0.9928923845291138, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,good restaurants and street food spots,"we could contact diny at any time, and he was always ready to help and share his knowledge whether it was about local attractions, good restaurants and street food spots, or transportation options.","restaurants, street food spots",good,Service,"[('Facility', 0.3490065038204193), ('Amenity', 0.2862960696220398), ('Service', 0.2275940179824829)]","   category     score
0   Service  0.865267
1   Amenity  0.083683
2  Facility  0.051049",Positive,"{'Positive': 0.9747009873390198, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,or transportation options,"we could contact diny at any time, and he was always ready to help and share his knowledge whether it was about local attractions, good restaurants and street food spots, or transportation options.",,,Service,"[('Amenity', 0.15216714143753052), ('Facility', 0.1379065215587616), ('Service', 0.016967421397566795)]","   category     score
0   Service  0.872871
1  Facility  0.073726
2   Amenity  0.053403",Neutral,"{'Neutral': 0.6850114464759827, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R17,we were very satisfied with our stay,we were very satisfied with our stay and would love to come back!.,stay,very satisfied,Service,"[('Loyalty', 0.3694640100002289), ('Service', 0.24154309928417206), ('Experience', 0.22844775021076202)]","     category     score
0     Service  0.856617
1     Loyalty  0.078060
2  Experience  0.065323",Positive,"{'Positive': 0.995701253414154, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,and would love to come back!,we were very satisfied with our stay and would love to come back!.,,love,Service,"[('Loyalty', 0.10354986786842346), ('Service', 0.017490334808826447), ('Amenity', 0.012233519926667213)]","  category     score
0  Service  0.849395
1  Loyalty  0.079818
2  Amenity  0.070787",Positive,"{'Positive': 0.9227975606918335, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R17,i'm not doing anything.,i'm not doing anything.,,,Service,"[('Amenity', 0.02785150147974491), ('Service', 0.024521613493561745), ('Loyalty', -0.006296929903328419)]","  category     score
0  Service  0.814310
1  Loyalty  0.095547
2  Amenity  0.090143",Positive,"{'Positive': 0.6986555457115173, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,very good.,very good.,,good,Service,"[('Service', 0.05774358659982681), ('Loyalty', 0.04291031137108803), ('Facility', -0.007468335330486298)]","   category     score
0   Service  0.853610
1  Facility  0.082089
2   Loyalty  0.064301",Positive,"{'Positive': 0.991111695766449, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,in a nice quiet residential area in ho chi minh city,great apartment in a nice quiet residential area in ho chi minh city.,,"nice, quiet",Service,"[('Facility', 0.23001396656036377), ('Service', 0.10817354172468185), ('Amenity', 0.0994354635477066)]","   category     score
0   Service  0.852847
1   Amenity  0.083640
2  Facility  0.063513",Positive,"{'Positive': 0.9572321176528931, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,if you want to experience true vietnamese local street food,if you want to experience true vietnamese local street food then this is in a great area.,vietnamese local street food,true,Service,"[('Service', 0.1664125621318817), ('Facility', 0.1613364964723587), ('Experience', 0.12668158113956451)]","     category     score
0     Service  0.827663
1    Facility  0.087849
2  Experience  0.084488",Neutral,"{'Neutral': 0.5569852590560913, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R18,and as it opens up you can see so many different food vendors selling their products,just behind the apartment you walk down narrow roads and as it opens up you can see so many different food vendors selling their products and such cheap prices.,,,Service,"[('Amenity', 0.14629729092121124), ('Facility', 0.1361393928527832), ('Service', 0.12279929220676422)]","   category     score
0   Service  0.810146
1   Amenity  0.126712
2  Facility  0.063142",Positive,"{'Positive': 0.8897387981414795, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,the host is a great guy,"the host is a great guy, very accommodating and helpful, will give you loads of tips of where to go and best way to get there etc.",host,great,Service,"[('Facility', 0.18153557181358337), ('Service', 0.14732447266578674), ('Experience', 0.1061759740114212)]","     category     score
0     Service  0.805457
1  Experience  0.104920
2    Facility  0.089623",Positive,"{'Positive': 0.9301323890686035, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,very accommodating and helpful,"the host is a great guy, very accommodating and helpful, will give you loads of tips of where to go and best way to get there etc.",,"very accommodating, very helpful",Service,"[('Loyalty', 0.08490671962499619), ('Facility', 0.06531020998954773), ('Service', 0.05983451381325722)]","   category     score
0   Service  0.885411
1   Loyalty  0.058715
2  Facility  0.055874",Positive,"{'Positive': 0.9964779019355774, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,will give you loads of tips of where to go and best way to get there etc.,"the host is a great guy, very accommodating and helpful, will give you loads of tips of where to go and best way to get there etc.",,,Service,"[('Facility', 0.21697217226028442), ('Amenity', 0.12516310811042786), ('Service', 0.09269806742668152)]","   category     score
0   Service  0.812987
1   Amenity  0.132902
2  Facility  0.054110",Positive,"{'Positive': 0.8723456859588623, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,comfortable bed,"apartment was nice, good air con, comfortable bed, big shower cubicle all very clean and tidy.",bed,comfortable,Service,"[('Experience', 0.25997039675712585), ('Facility', 0.24867253005504608), ('Service', 0.1817515641450882)]","     category     score
0     Service  0.863081
1    Facility  0.092380
2  Experience  0.044538",Positive,"{'Positive': 0.9833317995071411, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,big shower cubicle all very clean,"apartment was nice, good air con, comfortable bed, big shower cubicle all very clean and tidy.",shower cubicle,clean,Service,"[('Facility', 0.31284812092781067), ('Service', 0.1539013534784317), ('Experience', 0.13638372719287872)]","     category     score
0     Service  0.846515
1  Experience  0.092826
2    Facility  0.060659",Positive,"{'Positive': 0.9972073435783386, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,tidy,"apartment was nice, good air con, comfortable bed, big shower cubicle all very clean and tidy.",,tidy,Service,"[('Loyalty', 0.02764851041138172), ('Facility', 0.014921873807907104), ('Service', 0.014733944088220596)]","   category     score
0   Service  0.829057
1   Loyalty  0.086968
2  Facility  0.083974",Positive,"{'Positive': 0.9760846495628357, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,but was clean and presentable,kitchen we didn t use as we ate out everyday but was clean and presentable.,,"clean, presentable",Service,"[('Service', 0.042494792491197586), ('Branding', 0.03857006877660751), ('Loyalty', 0.03166687488555908)]","   category     score
0   Service  0.687014
1  Branding  0.232913
2   Loyalty  0.080072",Positive,"{'Positive': 0.9921013712882996, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,as it was closed for lunar new year,didn t get to see the gym as it was closed for lunar new year.,,,Service,"[('Facility', 0.06987027823925018), ('Amenity', 0.06448856741189957), ('Service', 0.0172012560069561)]","   category     score
0   Service  0.873899
1   Amenity  0.082517
2  Facility  0.043583",Neutral,"{'Neutral': 0.8028967976570129, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R18,all in all it was great,"all in all it was great, would use again.",,great,Service,"[('Service', 0.044067006558179855), ('Experience', 0.04388680309057236), ('Facility', 0.009718391112983227)]","     category     score
0     Service  0.835193
1  Experience  0.100705
2    Facility  0.064102",Positive,"{'Positive': 0.9949144124984741, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R18,would use again,"all in all it was great, would use again.",,would use again,Service,"[('Loyalty', 0.03913547098636627), ('Service', 0.018233604729175568), ('Amenity', 0.013011644594371319)]","  category     score
0  Service  0.817564
1  Loyalty  0.094301
2  Amenity  0.088135",Positive,"{'Positive': 0.982642650604248, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,fantastic stay,fantastic stay amazing host first class,,fantastic,Service,"[('Loyalty', 0.17003877460956573), ('Facility', 0.13444748520851135), ('Service', 0.1240931898355484)]","   category     score
0   Service  0.806657
1   Loyalty  0.099466
2  Facility  0.093877",Positive,"{'Positive': 0.995298445224762, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,amazing host,fantastic stay amazing host first class,host,amazing,Service,"[('Service', 0.21695266664028168), ('Facility', 0.2140318602323532), ('Experience', 0.21146458387374878)]","     category     score
0     Service  0.776720
1    Facility  0.130981
2  Experience  0.092299",Positive,"{'Positive': 0.9933526515960693, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,first class,fantastic stay amazing host first class,,first class,Service,"[('Facility', 0.00310412491671741), ('Service', -0.006304866634309292), ('Branding', -0.009413053281605244)]","   category     score
0   Service  0.711201
1  Branding  0.216445
2  Facility  0.072354",Positive,"{'Positive': 0.9598553776741028, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,with everything you need for a comfortable stay,"excellent apartment with everything you need for a comfortable stay, modern clean and nice comfortable bed etc.",,good,Service,"[('Facility', 0.3489148020744324), ('Service', 0.23593688011169434), ('Experience', 0.22088557481765747)]","     category     score
0     Service  0.861935
1  Experience  0.076888
2    Facility  0.061177",Positive,"{'Positive': 0.9934833645820618, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,modern clean,"excellent apartment with everything you need for a comfortable stay, modern clean and nice comfortable bed etc.",,clean,Service,"[('Branding', 0.05404217913746834), ('Service', 0.028624795377254486), ('Facility', 0.016915148124098778)]","   category     score
0   Service  0.705522
1  Branding  0.218176
2  Facility  0.076302",Positive,"{'Positive': 0.9980205297470093, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,and nice comfortable bed etc.,"excellent apartment with everything you need for a comfortable stay, modern clean and nice comfortable bed etc.",bed,"nice, comfortable",Service,"[('Facility', 0.4106632471084595), ('Experience', 0.3051592707633972), ('Service', 0.2643863558769226)]","     category     score
0     Service  0.905640
1  Experience  0.053154
2    Facility  0.041206",Positive,"{'Positive': 0.9823906421661377, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,great facilities,great facilities also with a 7 11 and larger mart onsite and a lovely rooftop pool to relax in.,facilities,great,Service,"[('Facility', 0.6138303279876709), ('Service', 0.3003518879413605), ('Amenity', 0.2628134489059448)]","   category     score
0   Service  0.897890
1   Amenity  0.065893
2  Facility  0.036216",Positive,"{'Positive': 0.9977585077285767, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,the host diny is honestly the most helpful guy you will ever meet,the host diny is honestly the most helpful guy you will ever meet he helped us with anything we asked.,host diny,"honestly, most helpful, ever meet",Service,"[('Service', 0.2054874449968338), ('Facility', 0.15929549932479858), ('Loyalty', 0.10385624319314957)]","   category     score
0   Service  0.898915
1  Facility  0.059469
2   Loyalty  0.041616",Positive,"{'Positive': 0.9506584405899048, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,he helped us with anything we asked,the host diny is honestly the most helpful guy you will ever meet he helped us with anything we asked.,,,Service,"[('Service', 0.047458045184612274), ('Loyalty', 0.03341950476169586), ('Facility', 0.008188439533114433)]","   category     score
0   Service  0.912497
1   Loyalty  0.047378
2  Facility  0.040125",Positive,"{'Positive': 0.9933700561523438, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,we would recommend him,we would recommend him and this accomodation to anyone.,him,recommend,Service,"[('Loyalty', 0.04653046280145645), ('Facility', 0.03815742954611778), ('Service', 0.0356888622045517)]","   category    score
0   Service  0.82926
1  Facility  0.08687
2   Loyalty  0.08387",Positive,"{'Positive': 0.9888185858726501, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,and this accomodation to anyone,we would recommend him and this accomodation to anyone.,,,Service,"[('Facility', 0.2493051290512085), ('Service', 0.1565905213356018), ('Amenity', 0.15477293729782104)]","   category     score
0   Service  0.897482
1   Amenity  0.058342
2  Facility  0.044176",Positive,"{'Positive': 0.9808119535446167, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,hope to stay again in the future,hope to stay again in the future thank you diny.,,,Service,"[('Loyalty', 0.1842583268880844), ('Service', 0.05995006486773491), ('Facility', 0.0574311763048172)]","   category     score
0   Service  0.872962
1   Loyalty  0.083402
2  Facility  0.043636",Positive,"{'Positive': 0.9720821380615234, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,thank you diny,hope to stay again in the future thank you diny.,,,Service,"[('Service', 0.09740731120109558), ('Loyalty', 0.026747774332761765), ('Facility', 0.004594266414642334)]","   category     score
0   Service  0.838927
1  Facility  0.083275
2   Loyalty  0.077798",Positive,"{'Positive': 0.9273940324783325, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R19,nothing,nothing the stay was first class .,,nothing,Service,"[('Service', 0.058796320110559464), ('Loyalty', 0.05853784829378128), ('Amenity', 0.05223117768764496)]","  category     score
0  Service  0.814017
1  Loyalty  0.094429
2  Amenity  0.091553",Neutral,"{'Neutral': 0.8853914737701416, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R19,the stay was first class,nothing the stay was first class .,,first class,Service,"[('Loyalty', 0.14259499311447144), ('Facility', 0.08612993359565735), ('Service', 0.07988463342189789)]","   category     score
0   Service  0.845781
1  Facility  0.091950
2   Loyalty  0.062269",Positive,"{'Positive': 0.9945552349090576, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R20,great stay,great stay,,great,Service,"[('Loyalty', 0.17164979875087738), ('Service', 0.10880409181118011), ('Experience', 0.10612144321203232)]","     category     score
0     Service  0.808057
1     Loyalty  0.112419
2  Experience  0.079524",Positive,"{'Positive': 0.9949524402618408, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R20,recommended places for us to visit through whatsapp,"owner was brilliant, helped us to find nice locations for new years and recommended places for us to visit through whatsapp.",,,Service,"[('Facility', 0.16832229495048523), ('Amenity', 0.12002777308225632), ('Service', 0.07827354967594147)]","   category     score
0   Service  0.885425
1   Amenity  0.068971
2  Facility  0.045604",Positive,"{'Positive': 0.838080108165741, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R20,i'm not doing anything.,i'm not doing anything.,,,Service,"[('Amenity', 0.02785150147974491), ('Service', 0.024521613493561745), ('Loyalty', -0.006296929903328419)]","  category     score
0  Service  0.814310
1  Loyalty  0.095547
2  Amenity  0.090143",Positive,"{'Positive': 0.6986555457115173, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R21,very good.,very good.,,good,Service,"[('Service', 0.05774358659982681), ('Loyalty', 0.04291031137108803), ('Facility', -0.007468335330486298)]","   category     score
0   Service  0.853610
1  Facility  0.082089
2   Loyalty  0.064301",Positive,"{'Positive': 0.991111695766449, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R21,host was very responsive,host was very responsive and kind to let me check in early.,host,very responsive,Service,"[('Service', 0.1502925008535385), ('Facility', 0.12606346607208252), ('Experience', 0.08375467360019684)]","     category     score
0     Service  0.842698
1    Facility  0.096576
2  Experience  0.060726",Positive,"{'Positive': 0.9940993785858154, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R21,it was very clean,"it was very clean, had a great view and a very nice pool.",,very clean,Service,"[('Service', 0.08379246294498444), ('Branding', 0.03539985418319702), ('Facility', 0.031145837157964706)]","   category     score
0   Service  0.686463
1  Branding  0.235752
2  Facility  0.077785",Positive,"{'Positive': 0.9961508512496948, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R21,had a great view,"it was very clean, had a great view and a very nice pool.",,great,Service,"[('Experience', 0.06863163411617279), ('Service', 0.03928700461983681), ('Branding', 0.02382788062095642)]","     category     score
0     Service  0.685084
1    Branding  0.246240
2  Experience  0.068676",Positive,"{'Positive': 0.9890102744102478, 'Negative': 0.0, 'Neutral': 0.0}"
